NAME	TITLE	SCORE	
CPS1	na	-0.059835803	
AC104446.1	na	-0.059836797	
AC083806.2	na	-0.059841305	
DPY19L1P1	na	-0.059844483	
IMPA1	na	-0.059845015	
RN7SL252P	na	-0.05984502	
YY1P1	na	-0.059845474	
ZNF630-AS1	na	-0.05984736	
KRTAP12-3	na	-0.059854057	
RN7SKP77	na	-0.059855387	
AL118496.2	na	-0.059858005	
HOXA9	na	-0.05986091	
TUG1	na	-0.059862304	
AAGAB	na	-0.05987009	
ZNF217	na	-0.05987399	
AL096803.3	na	-0.05987465	
ST6GALNAC4P1	na	-0.059875406	
AC004594.1	na	-0.059876334	
HIGD2B	na	-0.059881467	
AC092653.1	na	-0.059886865	
AC068726.1	na	-0.059890594	
AC007536.1	na	-0.059892308	
FP671120.4	na	-0.059894387	
RNA5SP428	na	-0.05989481	
NPM1P25	na	-0.059903476	
RF00560	na	-0.059907123	
SNORD114-18	na	-0.05990972	
AC138907.7	na	-0.059912935	
AL035405.1	na	-0.059923716	
AL592429.1	na	-0.059926182	
ANTXRLP1	na	-0.059936516	
MIR2355	na	-0.05993666	
CYP2G2P	na	-0.059938055	
AL358613.2	na	-0.059938595	
PATE3	na	-0.059941173	
AL353583.1	na	-0.05995056	
AC018716.2	na	-0.059953004	
PHKG1P4	na	-0.059954125	
MIR656	na	-0.059959337	
RUFY2	na	-0.059965752	
SPATA16	na	-0.059970353	
AC011933.1	na	-0.059972487	
AL035410.2	na	-0.059974656	
AL133387.1	na	-0.059976477	
FAM238A	na	-0.05997666	
OR6R1P	na	-0.059977915	
AC018765.1	na	-0.059978396	
AC108463.3	na	-0.05997856	
EML6	na	-0.059981443	
AC097639.2	na	-0.059983786	
SYNJ1	na	-0.059989713	
RNA5SP336	na	-0.05999107	
PAXBP1P1	na	-0.059991483	
AL358472.2	na	-0.059992287	
DSCAM-IT1	na	-0.05999264	
LNPK	na	-0.059994295	
HDAC9	na	-0.05999794	
LDLRAD4	na	-0.059998848	
AC023055.1	na	-0.060001194	
OGFOD1P1	na	-0.0600044	
RN7SL717P	na	-0.060008936	
IFT27	na	-0.060014356	
FLRT1	na	-0.060015272	
TCIM	na	-0.060015794	
TET3	na	-0.06002113	
HNRNPA1P50	na	-0.06002693	
AC022001.1	na	-0.060034882	
RPL18AP7	na	-0.06004018	
AC120057.3	na	-0.060044087	
AC097488.1	na	-0.06004459	
TMEM246	na	-0.060048237	
SMAD2	na	-0.060048293	
RNU2-39P	na	-0.060049023	
RN7SL583P	na	-0.06005702	
AP001972.3	na	-0.060061235	
AC090587.2	na	-0.06006148	
AL136982.6	na	-0.060076945	
TNR-IT1	na	-0.0600777	
AC116651.1	na	-0.06008226	
IK	na	-0.060083	
AC010615.2	na	-0.060084034	
AC084337.1	na	-0.060084477	
BCAS2P3	na	-0.060086183	
RNU4-60P	na	-0.060088146	
SNRPE	na	-0.06009678	
AC026333.2	na	-0.060104273	
AP003392.3	na	-0.06010669	
CHD7	na	-0.060107272	
SYDE1	na	-0.06010769	
AL355306.2	na	-0.06011455	
SNORD114-24	na	-0.06011577	
AC009927.1	na	-0.060115796	
AL136141.1	na	-0.060116142	
LPIN1	na	-0.060117796	
RNU6-849P	na	-0.060122836	
CDC42SE1	na	-0.060123067	
AL359265.2	na	-0.060128275	
AL135999.2	na	-0.060134985	
AC079178.1	na	-0.060138118	
AL391903.2	na	-0.060140748	
IGFBP3	na	-0.06014351	
RPL21P92	na	-0.060145862	
RN7SL340P	na	-0.06014658	
MTND4P6	na	-0.060151882	
ZNF442	na	-0.06015462	
SHH	na	-0.060157757	
AC006205.1	na	-0.060157996	
ZNF525	na	-0.060160298	
LINC02217	na	-0.06016142	
MROH2B	na	-0.060170278	
AL138957.1	na	-0.06017215	
LINC02477	na	-0.06017671	
SEPT14P17	na	-0.060179323	
CHCHD2P11	na	-0.06018101	
LINC00426	na	-0.06018629	
AP000897.1	na	-0.06018984	
STRIP2	na	-0.06019315	
AC138123.2	na	-0.06019729	
AC244093.3	na	-0.06020169	
ZNF146	na	-0.060203146	
LINC00552	na	-0.060207907	
IGHJ1P	na	-0.060211126	
AC084781.1	na	-0.060211908	
PRR34	na	-0.060215212	
ZFYVE9P2	na	-0.060215507	
TOR1AIP1	na	-0.060215797	
AC068775.1	na	-0.060217876	
LINC01046	na	-0.060220417	
TROAP	na	-0.06022353	
FBXO5	na	-0.060226783	
LINC00515	na	-0.060236134	
MIR652	na	-0.060236428	
RPL34P22	na	-0.06023867	
AC011257.1	na	-0.06025294	
OFD1P6Y	na	-0.06025405	
RNU6-291P	na	-0.060254768	
PDCD4	na	-0.060255624	
AC108112.1	na	-0.060258135	
AC102941.1	na	-0.06026111	
AL591438.2	na	-0.060261186	
ADAT1	na	-0.06026422	
DUTP1	na	-0.060264945	
AC008543.5	na	-0.060266566	
AP006621.5	na	-0.060271353	
SPANXA2-OT1	na	-0.060271997	
ZNF569	na	-0.060275797	
AC093635.1	na	-0.060277183	
PPP1CB	na	-0.060280047	
ZFAND1	na	-0.060280316	
AL358937.1	na	-0.060280677	
HMGN2P26	na	-0.060280766	
PAXX	na	-0.060285684	
RNU4-24P	na	-0.060286857	
YOD1	na	-0.060291693	
BACH1-IT3	na	-0.060295917	
CCDC15	na	-0.06029954	
RPL23AP32	na	-0.060300548	
PARP4	na	-0.060303535	
AC010738.1	na	-0.06030878	
OPA1-AS1	na	-0.060308937	
MCCC2	na	-0.060309414	
ZNF710	na	-0.060309444	
IGLVIV-64	na	-0.06031228	
AL139396.1	na	-0.06031442	
TLX1	na	-0.060316175	
MIR5690	na	-0.060317222	
AL080317.3	na	-0.06033306	
PBX1	na	-0.06033492	
AC011239.2	na	-0.060341172	
AP000944.1	na	-0.060343657	
AC079140.3	na	-0.060348	
ZHX1	na	-0.060353976	
AC008659.1	na	-0.060354676	
AC097486.1	na	-0.06035491	
OR1L1	na	-0.060360026	
RNU6-377P	na	-0.06036075	
SNURFL	na	-0.06036814	
VPS33B-DT	na	-0.06036905	
RNU6-638P	na	-0.060369402	
AC079601.2	na	-0.060370803	
AL583839.1	na	-0.060373522	
AL358178.1	na	-0.060373772	
AC079035.1	na	-0.06037482	
HNRNPMP2	na	-0.0603757	
AC037441.2	na	-0.060378276	
AC012404.2	na	-0.060383517	
AP001893.2	na	-0.060385615	
LLPH-DT	na	-0.06038904	
AC069023.1	na	-0.06039272	
AL391422.2	na	-0.06040053	
AC006499.4	na	-0.060406584	
AC104758.3	na	-0.0604115	
AL035407.2	na	-0.06041313	
AC069240.1	na	-0.06041485	
AC113361.1	na	-0.0604208	
KLHL20	na	-0.060422625	
UBTFL1	na	-0.060430482	
AC009237.8	na	-0.06043792	
AC005911.1	na	-0.060459733	
LINC01003	na	-0.060464628	
AC005550.1	na	-0.0604663	
WFDC13	na	-0.060468916	
MIR4748	na	-0.06047242	
AL138830.1	na	-0.06047305	
AC006529.1	na	-0.060473204	
DPRXP4	na	-0.060475037	
AC013762.1	na	-0.060476743	
MIR641	na	-0.060481776	
RNY4	na	-0.060484238	
ZNF852	na	-0.060486354	
FBXW7-AS1	na	-0.060488123	
SETP17	na	-0.060488146	
OR52L1	na	-0.06049111	
DMRTA1	na	-0.060495533	
PROP1	na	-0.060499836	
RNU6-1051P	na	-0.06050066	
RF00426	na	-0.060503915	
GPR132	na	-0.060506184	
AC137932.3	na	-0.060509987	
OR8D2	na	-0.060510974	
AL357093.2	na	-0.06051356	
LRFN5	na	-0.060515475	
AC074011.1	na	-0.060515776	
TP53BP2	na	-0.060517043	
AC020558.2	na	-0.060519088	
AP005131.7	na	-0.06051922	
BEST2	na	-0.060521744	
ZNF354B	na	-0.060523275	
MSC	na	-0.060524408	
AC104772.2	na	-0.060534965	
LDLRAD4-AS1	na	-0.060537763	
IL20RB	na	-0.060538847	
AC011445.2	na	-0.06054012	
AL645939.4	na	-0.06054768	
RNA5SP363	na	-0.06054853	
PPIAP70	na	-0.06055187	
LLPHP1	na	-0.060555242	
EFCAB14-AS1	na	-0.060557455	
AGPAT4-IT1	na	-0.060559064	
KIN	na	-0.060561787	
RFPL4A	na	-0.060563978	
AC002401.1	na	-0.060568072	
MT-CYB	na	-0.060571723	
AL355836.1	na	-0.060573075	
RNU6-87P	na	-0.060579047	
GNA14	na	-0.060580242	
AL627230.4	na	-0.06058253	
LINC01798	na	-0.060583208	
GGT4P	na	-0.06058912	
RNU6-203P	na	-0.06058961	
AP000553.2	na	-0.06059055	
HNRNPCP1	na	-0.06059178	
PPIAP20	na	-0.06059239	
RPS10P14	na	-0.06059285	
MTCYBP35	na	-0.060607582	
GRK5-IT1	na	-0.06060761	
KRBOX1	na	-0.06060899	
AC009509.3	na	-0.06061	
TVP23C	na	-0.06061983	
CWF19L1	na	-0.060625404	
TFF3	na	-0.060625542	
RNF20	na	-0.060625866	
TNP1	na	-0.06062643	
AL162431.1	na	-0.06062762	
PCDHGA11	na	-0.0606288	
AC107016.2	na	-0.0606313	
KIF14	na	-0.060639493	
RNU6-787P	na	-0.060640816	
AC012557.1	na	-0.06064094	
CEP170P1	na	-0.060641866	
TRAV9-1	na	-0.060648173	
Z98941.1	na	-0.06064941	
AL451047.1	na	-0.060651444	
KCNMA1-AS1	na	-0.06065412	
AC091544.7	na	-0.060654603	
JADE1	na	-0.060656853	
AL158206.1	na	-0.060657628	
AC068594.1	na	-0.0606604	
AC021078.1	na	-0.060663808	
RPS27AP8	na	-0.060669992	
HOMER2P1	na	-0.060672373	
HTR2B	na	-0.060676955	
AC006019.3	na	-0.060680952	
AL442163.3	na	-0.060690254	
RUFY3	na	-0.060691066	
CABP7	na	-0.0606952	
RPS26P56	na	-0.060696412	
DUTP7	na	-0.060696665	
FTX	na	-0.06069723	
INHBA-AS1	na	-0.060700573	
MTCYBP11	na	-0.060703408	
Z99129.2	na	-0.06070408	
LRRC27	na	-0.060709953	
AL354943.1	na	-0.060714893	
FNTAP2	na	-0.06071712	
AFF3	na	-0.060719617	
RN7SL605P	na	-0.060721204	
PTK6	na	-0.060723092	
AL031587.5	na	-0.060726915	
RNU6ATAC22P	na	-0.060727086	
LINC01911	na	-0.060729098	
AL160290.3	na	-0.060729414	
C9orf50	na	-0.06073058	
RNU6-1011P	na	-0.06074636	
RF00571	na	-0.060747836	
AC245060.2	na	-0.060749516	
PYGM	na	-0.060752552	
AC016251.2	na	-0.06075496	
AC073115.2	na	-0.06075888	
RNU2-62P	na	-0.06075978	
ZNF679	na	-0.060760275	
AC022400.7	na	-0.060762268	
AC007956.1	na	-0.060767878	
RNU6-665P	na	-0.060768384	
AC006504.3	na	-0.06077382	
AC079340.1	na	-0.060774762	
MT-TV	na	-0.060776267	
AL450326.2	na	-0.0607764	
GPATCH2L	na	-0.060777612	
AC092745.1	na	-0.060777757	
AC007272.1	na	-0.060782235	
AC109631.1	na	-0.060788587	
RAB11AP2	na	-0.060793124	
ECM1P1	na	-0.060794238	
PPP2R2D	na	-0.06079847	
SIK3	na	-0.060800165	
POU5F1P4	na	-0.060800415	
AC005089.1	na	-0.06080987	
AP000844.1	na	-0.060810726	
NDUFB4P3	na	-0.060811725	
ANKFN1	na	-0.060811885	
INPP5A	na	-0.060815778	
ARL2BPP8	na	-0.06082125	
AC116036.1	na	-0.060825955	
IGHVII-40-1	na	-0.06083475	
PRDM6	na	-0.060844563	
RNU6-1052P	na	-0.060846206	
RNU6-644P	na	-0.060847864	
POM121L3P	na	-0.06085254	
AC073072.1	na	-0.060853727	
MIR6087	na	-0.060854398	
AL589655.1	na	-0.060860768	
AC093484.1	na	-0.060863223	
AC012493.1	na	-0.060866795	
AC243960.1	na	-0.060868442	
AC022400.6	na	-0.0608698	
AC006195.1	na	-0.06087102	
AC114808.2	na	-0.060871083	
ANP32D	na	-0.060872212	
AL137100.2	na	-0.060878694	
TVP23BP2	na	-0.060882136	
MAP3K7	na	-0.060883712	
AC011467.6	na	-0.060884513	
AC011773.3	na	-0.060886532	
MSH3	na	-0.060895912	
AC012146.3	na	-0.060896054	
TUBB8P5	na	-0.060898148	
PGBD4P1	na	-0.060899563	
ACSM4	na	-0.060906585	
RPL13P6	na	-0.06091638	
AC092066.1	na	-0.060918137	
AC093074.1	na	-0.06092051	
IGHV1OR15-2	na	-0.060920723	
RBBP4P3	na	-0.06092195	
AL049874.3	na	-0.060924172	
ASPHD2	na	-0.060927954	
AC111170.3	na	-0.06092969	
INTS2	na	-0.060930718	
RNU4-27P	na	-0.060933776	
AC022182.1	na	-0.060934037	
AC006441.5	na	-0.060935352	
STAG3L5P	na	-0.060942296	
AC004801.1	na	-0.060942557	
AC008267.7	na	-0.06094725	
CBX1P2	na	-0.060947523	
AL359220.1	na	-0.060950696	
RPL39P6	na	-0.06095285	
MIR4266	na	-0.060959857	
RNY4P24	na	-0.06096645	
SMARCA2	na	-0.060967695	
AC121320.1	na	-0.06096992	
DDX18P1	na	-0.06097283	
SOAT1	na	-0.06098182	
TNFAIP2	na	-0.060983017	
ARF1	na	-0.06098651	
DPY19L2P1	na	-0.06098821	
ZCCHC8	na	-0.06098961	
AC092809.2	na	-0.060989752	
RN7SL330P	na	-0.06099003	
AP000897.2	na	-0.06099109	
TRMT10B	na	-0.0609982	
RAB6C-AS1	na	-0.060999393	
INMT	na	-0.061005767	
PSMG3-AS1	na	-0.061006784	
LINC01395	na	-0.061007604	
AC093673.2	na	-0.061011042	
AC032019.1	na	-0.061011136	
RNU6-19P	na	-0.061015785	
LRRC34	na	-0.06101601	
LINC01796	na	-0.061017815	
AC124944.3	na	-0.061024714	
SLC25A15P1	na	-0.061026465	
ARSD	na	-0.061030723	
NTF6B	na	-0.061031207	
CSRP2	na	-0.061032973	
COMMD4	na	-0.06103371	
TNNT3	na	-0.06103533	
ANP32AP1	na	-0.061036345	
SYNE1	na	-0.061039828	
RNU6-407P	na	-0.061040767	
AC020978.9	na	-0.061041325	
HIST1H2AM	na	-0.061044514	
AC005842.1	na	-0.061049946	
ZNF519	na	-0.06105091	
MIR3692	na	-0.0610524	
AC092691.3	na	-0.061053693	
FAM122A	na	-0.061056543	
TTLL5	na	-0.0610566	
GJB7	na	-0.061064303	
TMEM202-AS1	na	-0.061075393	
AC090206.1	na	-0.06107911	
LRRTM2	na	-0.061081458	
AC084783.1	na	-0.061088633	
MIR374A	na	-0.06109878	
CEMIP2	na	-0.061109975	
AKR1C5P	na	-0.061112452	
PRB3	na	-0.061112482	
AC003070.2	na	-0.061113637	
AC008953.1	na	-0.061114486	
AC022400.4	na	-0.061116498	
PLSCR4	na	-0.06111654	
CCNE1	na	-0.06111914	
RNU6-141P	na	-0.06112231	
NPEPL1	na	-0.06112724	
AC136443.3	na	-0.06112865	
AL662844.4	na	-0.061128728	
AL132819.1	na	-0.061149854	
AL356414.1	na	-0.061156977	
AC068790.5	na	-0.061159592	
L3MBTL1	na	-0.06116046	
CARD8	na	-0.06116267	
LINC01559	na	-0.06117271	
C1QL3	na	-0.06117286	
MIR4804	na	-0.061176285	
RPS2P25	na	-0.06117868	
TNFRSF13B	na	-0.06118235	
IGFN1	na	-0.061187506	
FRMPD2B	na	-0.061192337	
GTF2IP4	na	-0.061196465	
METTL21AP1	na	-0.061211403	
AL662844.3	na	-0.061212696	
FAM126B	na	-0.061213214	
MIR1270	na	-0.06121575	
XYLB	na	-0.061216876	
ZFAND5	na	-0.061217647	
FGF6	na	-0.061220683	
RNU6-1303P	na	-0.061221108	
RNU6-1273P	na	-0.06122188	
FBXL2	na	-0.06122406	
BEND7P1	na	-0.061225995	
NENFP1	na	-0.061232116	
AC112907.1	na	-0.061232563	
MTND5P20	na	-0.06123351	
AL512631.2	na	-0.061234754	
SHISA9	na	-0.061237134	
RN7SKP57	na	-0.06123857	
AC130448.2	na	-0.06124023	
OR6X1	na	-0.061245635	
AC083880.1	na	-0.06124592	
ZNF567	na	-0.061246462	
AL158058.1	na	-0.061247475	
RNA5SP410	na	-0.06124952	
AC020633.1	na	-0.0612547	
MIR583HG	na	-0.061255027	
AL049844.1	na	-0.06125785	
PPIAP52	na	-0.061258134	
RNU6-379P	na	-0.061258294	
RNU6-880P	na	-0.06125918	
AL049780.1	na	-0.061260737	
AC242376.1	na	-0.061267894	
AC020719.1	na	-0.061272718	
AC024475.1	na	-0.06127387	
AC022784.5	na	-0.06127591	
AC015818.2	na	-0.061277796	
AL450992.1	na	-0.061279032	
AC097634.3	na	-0.06128332	
AC016757.1	na	-0.061285555	
RNA5SP93	na	-0.061286755	
AC022613.3	na	-0.061288066	
MARCH7	na	-0.061288107	
MTND4P15	na	-0.061290883	
RNU6-945P	na	-0.061292473	
KDM3B	na	-0.061293975	
TRAJ41	na	-0.06129403	
AC240565.2	na	-0.061296903	
PRR13P1	na	-0.06129846	
GATA3-AS1	na	-0.061301067	
AC092042.2	na	-0.06130707	
ILKAP	na	-0.0613072	
AL356475.1	na	-0.061309304	
RNU6-1141P	na	-0.06131212	
OR8B6P	na	-0.061315686	
AC025569.1	na	-0.061322484	
SIGLEC6	na	-0.06132327	
ASB16-AS1	na	-0.06132563	
FLJ42351	na	-0.061328873	
XRCC1	na	-0.061331436	
SLN	na	-0.06134489	
AC002519.1	na	-0.061349057	
AP000943.2	na	-0.061352193	
AL353743.1	na	-0.061356395	
MT-ND3	na	-0.06135927	
OR1AA1P	na	-0.06135932	
SLC2A4	na	-0.06136324	
AL136221.1	na	-0.06136697	
AC022400.1	na	-0.061370563	
EPC1	na	-0.061372202	
RN7SL545P	na	-0.06137395	
MORF4L2-AS1	na	-0.061384305	
OTX2	na	-0.061385784	
CCL11	na	-0.06138702	
RNU6-451P	na	-0.061387353	
NDUFB4P1	na	-0.06138914	
FAM205A	na	-0.061392095	
RN7SL510P	na	-0.06139318	
RNU11	na	-0.061400734	
AC138907.8	na	-0.061404772	
LINC01243	na	-0.061408896	
AL132657.2	na	-0.061409637	
AC023906.5	na	-0.061431147	
RNU6-147P	na	-0.061433505	
NBPF10	na	-0.061437543	
RNF145	na	-0.061439354	
PPIP5K1	na	-0.061444495	
AP005233.2	na	-0.061447676	
AP005131.1	na	-0.061450493	
NBPF22P	na	-0.061450977	
LINC01289	na	-0.061453193	
AC121764.2	na	-0.061453316	
AC106871.1	na	-0.06145495	
VPS35P1	na	-0.06146107	
AC245291.1	na	-0.061463866	
AC091685.1	na	-0.06146436	
AL133480.1	na	-0.061466236	
AC011270.2	na	-0.06147295	
RN7SL75P	na	-0.06147314	
IPO5	na	-0.061475202	
PPP1R11P2	na	-0.061478082	
MIR3921	na	-0.061483223	
SMG1P3	na	-0.06148493	
AC111170.1	na	-0.06148663	
RNA5SP295	na	-0.061487015	
AC011897.1	na	-0.061489396	
SHANK2-AS2	na	-0.061491035	
AC010326.3	na	-0.06149236	
RPL36P19	na	-0.06149286	
AL731566.2	na	-0.061496172	
HMGB1P14	na	-0.061496727	
MARCH6	na	-0.06149896	
AC027176.2	na	-0.06149962	
AC008687.1	na	-0.061501052	
DNAJC19P7	na	-0.061502498	
FDPSP3	na	-0.061503157	
AC109454.4	na	-0.061503723	
MGAT4EP	na	-0.061508168	
ZBTB25	na	-0.061514214	
AF186190.1	na	-0.06151596	
SNAPC3	na	-0.06151789	
AC245100.7	na	-0.061522815	
RNU6-1246P	na	-0.061524287	
KCTD9P5	na	-0.061525352	
LINC02344	na	-0.061526015	
ZNF766	na	-0.061526943	
AC020763.3	na	-0.061528828	
STK38	na	-0.061536018	
HOXB-AS1	na	-0.06153798	
Z97206.2	na	-0.06153905	
RNU6-371P	na	-0.061539065	
DCTN1-AS1	na	-0.061546348	
AC008622.2	na	-0.06155075	
MASTL	na	-0.061554156	
AL162431.2	na	-0.061555695	
LINC02372	na	-0.06155668	
RF00598	na	-0.061558746	
ATP1A4	na	-0.06156405	
RF00602	na	-0.061564673	
TMEM163	na	-0.06156949	
PIGPP3	na	-0.06157086	
AP003461.1	na	-0.06157438	
AC005070.3	na	-0.06157728	
CICP4	na	-0.06157901	
AC079466.1	na	-0.061579537	
RBAK	na	-0.061586946	
ABCC8	na	-0.061587602	
AC020913.1	na	-0.06159281	
AL732414.1	na	-0.06159352	
AC003681.1	na	-0.061596982	
AC107401.1	na	-0.061600287	
MIR580	na	-0.061603736	
RNU6-920P	na	-0.061607294	
AC241584.1	na	-0.06161229	
RF02141	na	-0.061613243	
NUTF2P3	na	-0.061614625	
HMBOX1-IT1	na	-0.0616243	
AC109780.2	na	-0.06162563	
LINC02363	na	-0.061626047	
NKX2-6	na	-0.061634906	
AC103996.2	na	-0.06163503	
NLRP13	na	-0.0616415	
AC010368.1	na	-0.06164796	
VPS52	na	-0.06165036	
RNA5SP92	na	-0.061650757	
AC104667.2	na	-0.061657794	
MIR556	na	-0.06166535	
NFKBIZ	na	-0.061671674	
P2RY1	na	-0.061674457	
AL160314.1	na	-0.06167987	
AC010332.1	na	-0.06168471	
RN7SL283P	na	-0.061687443	
ZNF670-ZNF695	na	-0.061688412	
MORN1	na	-0.0616893	
AC091435.2	na	-0.061695162	
RPS4XP5	na	-0.061698496	
OR5BK1P	na	-0.06170341	
MIR4484	na	-0.061706536	
RNA5SP443	na	-0.06170761	
LINC01729	na	-0.061708182	
AL513523.3	na	-0.06171471	
SLC25A24P1	na	-0.06171694	
IQCJ-SCHIP1-AS1	na	-0.06171758	
AC004951.2	na	-0.06171778	
AC017035.1	na	-0.06172023	
ZNF735	na	-0.06172157	
IGHVIII-13-1	na	-0.061722368	
AL353135.1	na	-0.061723016	
MIR196A1	na	-0.061733443	
HSPE1P16	na	-0.061733823	
RPL23AP70	na	-0.061738137	
AC110603.1	na	-0.061743565	
NPTX1	na	-0.061750498	
SEC31A	na	-0.061750848	
MTCYBP32	na	-0.0617531	
AC019055.1	na	-0.061757967	
SMG6-IT1	na	-0.061757986	
CTAGE9	na	-0.061762296	
AC122714.1	na	-0.06176459	
AL451085.2	na	-0.061770722	
AC022306.1	na	-0.061772965	
PIAS3	na	-0.061773464	
AC005086.1	na	-0.061780326	
CHTF18	na	-0.06179113	
SENCR	na	-0.061797567	
MARK3P3	na	-0.06179804	
MAGI1-AS1	na	-0.061804306	
PCDH18	na	-0.061804913	
AC093783.1	na	-0.061807677	
MIR320E	na	-0.06180796	
ARHGEF33	na	-0.06181228	
AL359385.1	na	-0.061816975	
AC243547.1	na	-0.061818093	
AC105424.1	na	-0.061818738	
RN7SKP251	na	-0.06182161	
INAVA	na	-0.061822552	
AC005329.3	na	-0.06183029	
AC010872.1	na	-0.06183031	
AC006252.1	na	-0.0618345	
AC007207.1	na	-0.061834894	
SLC2A10	na	-0.061839335	
KPNA2P2	na	-0.06183944	
AC023050.2	na	-0.061842695	
AL162293.1	na	-0.061847758	
KLHL29	na	-0.06185281	
AL359736.1	na	-0.06186862	
AL157702.2	na	-0.061875306	
RNU6-154P	na	-0.06187638	
ALKBH3-AS1	na	-0.061877303	
AL109614.1	na	-0.06188021	
OR6C1	na	-0.061884098	
IQGAP1	na	-0.061885577	
AC015726.1	na	-0.06188816	
AC069549.1	na	-0.06189525	
PLCE1-AS2	na	-0.061898146	
CYP2D8P	na	-0.061898667	
LINC01471	na	-0.061905492	
AL359922.3	na	-0.06190748	
RN7SL89P	na	-0.061907914	
SNORD116-26	na	-0.061908986	
RNA5SP134	na	-0.061914902	
MARCH5	na	-0.061916508	
AC118754.1	na	-0.061917264	
LINC01941	na	-0.061919667	
SLAIN2	na	-0.06192028	
LINC00161	na	-0.061920997	
AC093716.1	na	-0.061922748	
AC063924.1	na	-0.06192551	
AC069437.1	na	-0.06192583	
RNU6-745P	na	-0.061930057	
SLC23A2	na	-0.061931375	
AP002803.1	na	-0.06193877	
AL591178.1	na	-0.061945673	
WDFY3-AS1	na	-0.06194629	
MIR181A2	na	-0.061949864	
AC090950.1	na	-0.06195041	
MGAT3	na	-0.061953273	
RFX3-AS1	na	-0.06195351	
RN7SL549P	na	-0.061963614	
AC007598.2	na	-0.061971832	
MYO5A	na	-0.061977785	
ZKSCAN3	na	-0.061980758	
CFH	na	-0.061983008	
AC008267.3	na	-0.06198334	
SLPI	na	-0.061984044	
OR10T2	na	-0.061985195	
CCDC12	na	-0.06198523	
AC004264.2	na	-0.061985347	
PPM1L	na	-0.06198562	
LINC01075	na	-0.061986748	
GMCL1	na	-0.061987985	
HLX	na	-0.06199611	
RN7SKP211	na	-0.061999224	
AC018693.1	na	-0.062003113	
AC104136.1	na	-0.06200376	
AC108157.1	na	-0.06200405	
AC090559.2	na	-0.06200492	
AC009501.2	na	-0.062005255	
MIR3978	na	-0.06200682	
LRIT2	na	-0.062011503	
NPIPB6	na	-0.062013805	
AC104232.2	na	-0.062029358	
RPL12P50	na	-0.062029872	
SRD5A3	na	-0.062030252	
SLC7A14	na	-0.062032517	
FANCD2OS	na	-0.062035445	
AP001992.1	na	-0.06203591	
VIT	na	-0.06203701	
MIR549A	na	-0.062037975	
RNA5SP395	na	-0.06203911	
AC090424.1	na	-0.062047046	
NRBF2P5	na	-0.06205306	
FBXO47	na	-0.062053993	
HNRNPA1P31	na	-0.06205446	
TNFRSF8	na	-0.06205725	
HILS1	na	-0.06206117	
MIR4298	na	-0.062062822	
AC022404.1	na	-0.062063213	
IGKV1D-27	na	-0.062063504	
AC010387.1	na	-0.06207132	
ELF1	na	-0.062074583	
RNA5SP344	na	-0.062080223	
AC072046.1	na	-0.062081065	
AL035658.1	na	-0.06208487	
AL365475.1	na	-0.062085968	
RNU4-40P	na	-0.06208801	
PRSS36	na	-0.062101234	
MIR3197	na	-0.062102955	
CCDC6	na	-0.062107738	
OR2M2	na	-0.062112104	
AL138963.1	na	-0.06211247	
AC011466.2	na	-0.062118743	
AC135352.1	na	-0.06211989	
RF00397	na	-0.062123075	
UHRF1	na	-0.062123083	
AL390816.3	na	-0.06212462	
TNNT2	na	-0.062125616	
SLC35B3	na	-0.062126365	
ARHGAP19-SLIT1	na	-0.062128246	
ZNF971P	na	-0.06213287	
VPS13A	na	-0.06213752	
AC020688.1	na	-0.062139153	
SYF2P1	na	-0.062140245	
AL122001.1	na	-0.06214048	
AC135178.4	na	-0.062142942	
AL512652.1	na	-0.062149264	
TATDN1P1	na	-0.062150367	
LINC01572	na	-0.062151346	
AC092120.2	na	-0.0621584	
HAR1B	na	-0.062159963	
LINC01639	na	-0.062161293	
LINC01674	na	-0.06216312	
PDLIM1P1	na	-0.0621658	
LINC01080	na	-0.062166233	
FUT11	na	-0.062171012	
MIR6090	na	-0.062171526	
HNRNPUL2	na	-0.06217228	
AC012613.1	na	-0.062172882	
AP000894.2	na	-0.062178724	
MTATP6P15	na	-0.062181752	
PDCL3P1	na	-0.062191278	
AC093010.2	na	-0.062192533	
AC144833.1	na	-0.062199473	
AC087392.2	na	-0.062203806	
ZNF431	na	-0.062208805	
PRPSAP2	na	-0.06221176	
HIGD1AP18	na	-0.062213037	
CACYBPP1	na	-0.062213164	
AC040160.2	na	-0.062228654	
TGM7	na	-0.062235747	
PHKBP1	na	-0.06224116	
CATSPER2	na	-0.062251154	
AL590683.1	na	-0.06225462	
CSNK2B	na	-0.062259704	
TCF3P1	na	-0.062265344	
RPS7P13	na	-0.06226721	
MIR3170	na	-0.06226792	
PHF10	na	-0.06226918	
TAF9P3	na	-0.06227427	
AC245140.1	na	-0.062274568	
BTBD9-AS1	na	-0.062275246	
WDR90	na	-0.062278755	
DHRSX-IT1	na	-0.06228572	
SNORA74B	na	-0.062286142	
AL096869.1	na	-0.06228644	
AC026202.2	na	-0.062287513	
USP43	na	-0.062287614	
AC092162.2	na	-0.062289648	
AC092798.1	na	-0.062291343	
LINC02562	na	-0.062298942	
NAT16	na	-0.062300965	
SCN4A	na	-0.062301774	
RORA-AS1	na	-0.062304694	
RNU7-126P	na	-0.06230796	
AL591212.2	na	-0.06231402	
FAM92A	na	-0.06232229	
